protein_id,id,length,Prediction,SP_probability,OTHER_probability,cleavage_site
tr|G0RSG5|G0RSG5_HYPJQ,G0RSG5,353,OTHER,0.0,1.0,
tr|G0RSG7|G0RSG7_HYPJQ,G0RSG7,460,OTHER,0.0,1.0,
tr|G0RSH1|G0RSH1_HYPJQ,G0RSH1,734,OTHER,0.0,1.0,
tr|G0RSH3|G0RSH3_HYPJQ,G0RSH3,286,OTHER,0.0,1.0,
tr|G0RSH4|G0RSH4_HYPJQ,G0RSH4,136,OTHER,0.0,1.0,
tr|G0RSH9|G0RSH9_HYPJQ,G0RSH9,433,OTHER,0.0,1.0,
tr|G0RSI2|G0RSI2_HYPJQ,G0RSI2,604,OTHER,0.0,1.0,
tr|G0RSI7|G0RSI7_HYPJQ,G0RSI7,196,OTHER,0.0,1.0,
tr|G0RSI9|G0RSI9_HYPJQ,G0RSI9,380,OTHER,0.0,1.0,
tr|G0RSJ5|G0RSJ5_HYPJQ,G0RSJ5,402,OTHER,0.0,1.0,
tr|G0RSK7|G0RSK7_HYPJQ,G0RSK7,355,OTHER,0.0,0.999982,
tr|G0RSL1|G0RSL1_HYPJQ,G0RSL1,1377,OTHER,0.0,1.0,
tr|G0RSL5|G0RSL5_HYPJQ,G0RSL5,434,OTHER,0.0,1.0,
tr|G0RSM0|G0RSM0_HYPJQ,G0RSM0,574,OTHER,0.0,1.0,
tr|G0RSM7|G0RSM7_HYPJQ,G0RSM7,739,OTHER,0.0,1.0,
tr|G0RSN2|G0RSN2_HYPJQ,G0RSN2,233,OTHER,0.0,1.0,
tr|G0RSN5|G0RSN5_HYPJQ,G0RSN5,345,OTHER,0.0,1.0,
tr|G0RSN6|G0RSN6_HYPJQ,G0RSN6,260,OTHER,0.0,1.0,
tr|G0RSQ1|G0RSQ1_HYPJQ,G0RSQ1,989,OTHER,0.0,1.0,
tr|G0RSQ5|G0RSQ5_HYPJQ,G0RSQ5,360,OTHER,0.0,0.999991,
tr|G0RSR1|G0RSR1_HYPJQ,G0RSR1,523,OTHER,0.0,1.0,
tr|G0RSR6|G0RSR6_HYPJQ,G0RSR6,1079,SP,0.999845,0.000153,CS pos: 23-24. Pr: 0.9840
tr|G0RSR7|G0RSR7_HYPJQ,G0RSR7,578,OTHER,0.0,1.0,
tr|G0RSR9|G0RSR9_HYPJQ,G0RSR9,409,OTHER,0.0,1.0,
tr|G0RSS2|G0RSS2_HYPJQ,G0RSS2,652,OTHER,0.0,1.0,
tr|G0RSS3|G0RSS3_HYPJQ,G0RSS3,131,OTHER,0.0,1.0,
tr|G0RSS5|G0RSS5_HYPJQ,G0RSS5,175,OTHER,0.0,1.0,
tr|G0RST3|G0RST3_HYPJQ,G0RST3,483,OTHER,0.0,1.0,
tr|G0RSU4|G0RSU4_HYPJQ,G0RSU4,424,OTHER,0.0,1.0,
tr|G0RSU6|G0RSU6_HYPJQ,G0RSU6,478,OTHER,0.0,1.0,
tr|G0RSV5|G0RSV5_HYPJQ,G0RSV5,513,SP,0.999743,0.000285,CS pos: 20-21. Pr: 0.9822
tr|G0RSW5|G0RSW5_HYPJQ,G0RSW5,741,SP,0.999817,0.000166,CS pos: 19-20. Pr: 0.9809
tr|G0RSX8|G0RSX8_HYPJQ,G0RSX8,586,OTHER,0.0,1.0,
tr|G0RSY1|G0RSY1_HYPJQ,G0RSY1,321,OTHER,0.0,1.0,
tr|G0RSY7|G0RSY7_HYPJQ,G0RSY7,599,OTHER,0.0,1.0,
tr|G0RSY9|G0RSY9_HYPJQ,G0RSY9,491,SP,0.999833,0.000165,CS pos: 19-20. Pr: 0.9872
tr|G0RSZ0|G0RSZ0_HYPJQ,G0RSZ0,515,OTHER,0.0,1.0,
tr|G0RSZ2|G0RSZ2_HYPJQ,G0RSZ2,687,OTHER,0.0,1.0,
tr|G0RSZ5|G0RSZ5_HYPJQ,G0RSZ5,635,OTHER,0.0,1.0,
tr|G0RT03|G0RT03_HYPJQ,G0RT03,1704,OTHER,0.0,0.999988,
tr|G0RT05|G0RT05_HYPJQ,G0RT05,611,OTHER,0.0,1.0,
tr|G0RT06|G0RT06_HYPJQ,G0RT06,2289,OTHER,0.0,0.999977,
tr|G0RT09|G0RT09_HYPJQ,G0RT09,514,OTHER,0.0,1.0,
tr|G0RT10|G0RT10_HYPJQ,G0RT10,463,OTHER,0.0,1.0,
tr|G0RT39|G0RT39_HYPJQ,G0RT39,442,SP,0.999857,0.00015,CS pos: 18-19. Pr: 0.9578
tr|G0RT43|G0RT43_HYPJQ,G0RT43,229,SP,0.999842,0.000164,CS pos: 18-19. Pr: 0.9783
tr|G0RT58|G0RT58_HYPJQ,G0RT58,509,OTHER,0.0,1.0,
tr|G0RT66|G0RT66_HYPJQ,G0RT66,183,OTHER,0.0,1.0,
tr|G0RT72|G0RT72_HYPJQ,G0RT72,333,OTHER,0.0,1.0,
tr|G0RT77|G0RT77_HYPJQ,G0RT77,353,OTHER,0.0,1.0,
tr|G0RT80|G0RT80_HYPJQ,G0RT80,433,OTHER,0.0,0.999986,
tr|G0RT81|G0RT81_HYPJQ,G0RT81,318,OTHER,0.0,1.0,
tr|G0RT86|G0RT86_HYPJQ,G0RT86,262,OTHER,0.0,0.999996,
tr|G0RT91|G0RT91_HYPJQ,G0RT91,256,OTHER,0.0,1.0,
tr|G0RT96|G0RT96_HYPJQ,G0RT96,928,OTHER,0.0,1.0,
tr|G0RT97|G0RT97_HYPJQ,G0RT97,326,OTHER,0.0,1.0,
tr|G0RTA7|G0RTA7_HYPJQ,G0RTA7,277,OTHER,0.0,1.0,
tr|G0RTB0|G0RTB0_HYPJQ,G0RTB0,456,SP,0.999786,0.000211,CS pos: 31-32. Pr: 0.7265
tr|G0RTB2|G0RTB2_HYPJQ,G0RTB2,71,OTHER,0.0,1.0,
tr|G0RTB6|G0RTB6_HYPJQ,G0RTB6,106,OTHER,0.0,1.0,
tr|G0RTC1|G0RTC1_HYPJQ,G0RTC1,353,OTHER,0.0,1.0,
tr|G0RTC3|G0RTC3_HYPJQ,G0RTC3,224,OTHER,0.0,1.0,
tr|G0RTD9|G0RTD9_HYPJQ,G0RTD9,1332,OTHER,0.0,0.999997,
tr|G0RTE3|G0RTE3_HYPJQ,G0RTE3,390,OTHER,0.0,0.999989,
tr|G0RTE4|G0RTE4_HYPJQ,G0RTE4,906,OTHER,0.0,1.0,
tr|G0RTE8|G0RTE8_HYPJQ,G0RTE8,844,SP,0.999839,0.000171,CS pos: 18-19. Pr: 0.8596
tr|G0RTF2|G0RTF2_HYPJQ,G0RTF2,344,OTHER,0.0,0.999969,
tr|G0RTF6|G0RTF6_HYPJQ,G0RTF6,382,OTHER,0.0,1.0,
tr|G0RTF7|G0RTF7_HYPJQ,G0RTF7,610,OTHER,0.0,1.0,
tr|G0RTF9|G0RTF9_HYPJQ,G0RTF9,272,OTHER,0.0,1.0,
tr|G0RTH8|G0RTH8_HYPJQ,G0RTH8,585,SP,0.999927,0.000106,CS pos: 22-23. Pr: 0.6605
tr|G0RTH9|G0RTH9_HYPJQ,G0RTH9,103,OTHER,0.0,1.0,
tr|G0RTI0|G0RTI0_HYPJQ,G0RTI0,328,OTHER,0.0,1.0,
tr|G0RTI3|G0RTI3_HYPJQ,G0RTI3,596,OTHER,0.0,0.999995,
tr|G0RTI8|G0RTI8_HYPJQ,G0RTI8,616,OTHER,0.0,1.0,
tr|G0RTJ0|G0RTJ0_HYPJQ,G0RTJ0,619,OTHER,0.0,1.0,
tr|G0RTJ2|G0RTJ2_HYPJQ,G0RTJ2,347,OTHER,0.0,0.99999,
tr|G0RTJ5|G0RTJ5_HYPJQ,G0RTJ5,153,OTHER,0.0,1.0,
tr|G0RTJ6|G0RTJ6_HYPJQ,G0RTJ6,562,OTHER,0.0,1.0,
tr|G0RTK0|G0RTK0_HYPJQ,G0RTK0,283,OTHER,0.0,1.0,
tr|G0RTK3|G0RTK3_HYPJQ,G0RTK3,483,OTHER,0.0,0.999999,
tr|G0RTK8|G0RTK8_HYPJQ,G0RTK8,173,OTHER,0.0,1.0,
tr|G0RTL2|G0RTL2_HYPJQ,G0RTL2,335,OTHER,0.0,1.0,
tr|G0RTL4|G0RTL4_HYPJQ,G0RTL4,976,OTHER,0.0,1.0,
tr|G0RTL6|G0RTL6_HYPJQ,G0RTL6,173,OTHER,0.0,1.0,
tr|G0RTL7|G0RTL7_HYPJQ,G0RTL7,298,OTHER,0.0,1.0,
tr|G0RTL9|G0RTL9_HYPJQ,G0RTL9,521,OTHER,0.0,0.999967,
tr|G0RTM1|G0RTM1_HYPJQ,G0RTM1,218,OTHER,0.0,1.0,
tr|G0RTM6|G0RTM6_HYPJQ,G0RTM6,20873,OTHER,0.0,1.0,
tr|G0RTN8|G0RTN8_HYPJQ,G0RTN8,730,OTHER,0.0,1.0,
tr|G0RTP1|G0RTP1_HYPJQ,G0RTP1,269,OTHER,0.0,0.999994,
tr|G0RTP7|G0RTP7_HYPJQ,G0RTP7,1412,OTHER,0.0,0.999994,
tr|G0RTR0|G0RTR0_HYPJQ,G0RTR0,452,OTHER,0.0,1.0,
tr|G0RTR3|G0RTR3_HYPJQ,G0RTR3,2413,OTHER,0.0,1.0,
tr|G0RTS3|G0RTS3_HYPJQ,G0RTS3,265,OTHER,0.0,1.0,
tr|G0RTS6|G0RTS6_HYPJQ,G0RTS6,452,OTHER,0.0,1.0,
tr|G0RTT0|G0RTT0_HYPJQ,G0RTT0,401,SP,0.999812,0.000185,CS pos: 27-28. Pr: 0.7253
tr|G0RTT9|G0RTT9_HYPJQ,G0RTT9,356,OTHER,0.0,1.0,
tr|G0RTU0|G0RTU0_HYPJQ,G0RTU0,1130,OTHER,0.0,0.999999,
tr|G0RTU5|G0RTU5_HYPJQ,G0RTU5,333,OTHER,0.0,1.0,
tr|G0RTV3|G0RTV3_HYPJQ,G0RTV3,755,OTHER,0.0,0.999998,
tr|G0RTV7|G0RTV7_HYPJQ,G0RTV7,1166,OTHER,0.0,1.0,
tr|G0RTW3|G0RTW3_HYPJQ,G0RTW3,1191,OTHER,0.0,1.0,
tr|G0RTW4|G0RTW4_HYPJQ,G0RTW4,390,OTHER,0.0,1.0,
tr|G0RTW5|G0RTW5_HYPJQ,G0RTW5,451,OTHER,0.0,0.999994,
tr|G0RTY0|G0RTY0_HYPJQ,G0RTY0,621,OTHER,0.0,1.0,
tr|G0RTY7|G0RTY7_HYPJQ,G0RTY7,430,SP,0.999804,0.000173,CS pos: 20-21. Pr: 0.9880
tr|G0RTZ2|G0RTZ2_HYPJQ,G0RTZ2,1229,OTHER,0.0,0.999981,
tr|G0RTZ4|G0RTZ4_HYPJQ,G0RTZ4,241,OTHER,0.0,1.0,
tr|G0RTZ6|G0RTZ6_HYPJQ,G0RTZ6,590,OTHER,0.0,1.0,
tr|G0RTZ9|G0RTZ9_HYPJQ,G0RTZ9,224,OTHER,0.0,1.0,
tr|G0RU04|G0RU04_HYPJQ,G0RU04,414,OTHER,0.0,1.0,
tr|G0RU08|G0RU08_HYPJQ,G0RU08,459,OTHER,0.0,1.0,
tr|G0RU18|G0RU18_HYPJQ,G0RU18,1318,OTHER,0.0,1.0,
tr|G0RU19|G0RU19_HYPJQ,G0RU19,335,OTHER,0.0,1.0,
tr|G0RU29|G0RU29_HYPJQ,G0RU29,784,OTHER,0.0,1.0,
tr|G0RU30|G0RU30_HYPJQ,G0RU30,321,SP,0.999834,0.00018,CS pos: 21-22. Pr: 0.8209
tr|G0RU41|G0RU41_HYPJQ,G0RU41,1311,OTHER,0.0,0.999994,
tr|G0RU43|G0RU43_HYPJQ,G0RU43,394,OTHER,0.0,1.0,
tr|G0RU45|G0RU45_HYPJQ,G0RU45,243,OTHER,0.0,1.0,
tr|G0RU46|G0RU46_HYPJQ,G0RU46,535,OTHER,0.0,1.0,
tr|G0RU51|G0RU51_HYPJQ,G0RU51,754,OTHER,0.0,1.0,
tr|G0RU56|G0RU56_HYPJQ,G0RU56,1955,OTHER,0.0,0.999997,
tr|G0RU57|G0RU57_HYPJQ,G0RU57,546,OTHER,0.0,1.0,
tr|G0RU62|G0RU62_HYPJQ,G0RU62,348,OTHER,0.0,1.0,
tr|G0RU63|G0RU63_HYPJQ,G0RU63,1322,OTHER,1e-06,0.999996,
tr|G0RU64|G0RU64_HYPJQ,G0RU64,543,OTHER,0.0,1.0,
tr|G0RU66|G0RU66_HYPJQ,G0RU66,296,OTHER,0.0,1.0,
tr|G0RU70|G0RU70_HYPJQ,G0RU70,151,SP,0.99981,0.000182,CS pos: 21-22. Pr: 0.5778
tr|G0RU82|G0RU82_HYPJQ,G0RU82,957,OTHER,0.0,1.0,
tr|G0RU86|G0RU86_HYPJQ,G0RU86,449,OTHER,0.0,1.0,
tr|G0RU89|G0RU89_HYPJQ,G0RU89,798,OTHER,0.0,1.0,
tr|G0RU92|G0RU92_HYPJQ,G0RU92,456,OTHER,0.0,1.0,
tr|G0RU95|G0RU95_HYPJQ,G0RU95,1105,OTHER,0.0,1.0,
tr|G0RU96|G0RU96_HYPJQ,G0RU96,1050,OTHER,0.0,1.0,
tr|G0RU97|G0RU97_HYPJQ,G0RU97,325,OTHER,0.0,1.0,
tr|G0RUB2|G0RUB2_HYPJQ,G0RUB2,397,OTHER,0.0,1.0,
tr|G0RUB3|G0RUB3_HYPJQ,G0RUB3,512,OTHER,0.0,1.0,
tr|G0RUB4|G0RUB4_HYPJQ,G0RUB4,153,OTHER,0.0,1.0,
tr|G0RUB7|G0RUB7_HYPJQ,G0RUB7,1273,OTHER,0.0,1.0,
tr|G0RUB9|G0RUB9_HYPJQ,G0RUB9,228,OTHER,0.0,1.0,
tr|G0RUC1|G0RUC1_HYPJQ,G0RUC1,302,OTHER,0.0,1.0,
tr|G0RUC2|G0RUC2_HYPJQ,G0RUC2,207,OTHER,0.0,1.0,
tr|G0RUC3|G0RUC3_HYPJQ,G0RUC3,364,OTHER,0.0,1.0,
tr|G0RUC5|G0RUC5_HYPJQ,G0RUC5,232,OTHER,0.0,1.0,
tr|G0RUC6|G0RUC6_HYPJQ,G0RUC6,935,OTHER,0.0,1.0,
tr|G0RUC8|G0RUC8_HYPJQ,G0RUC8,359,OTHER,0.0,0.999988,
tr|G0RUD6|G0RUD6_HYPJQ,G0RUD6,600,OTHER,0.0,1.0,
tr|G0RUD9|G0RUD9_HYPJQ,G0RUD9,484,OTHER,0.0,1.0,
tr|G0RUE0|G0RUE0_HYPJQ,G0RUE0,1046,OTHER,0.0,1.0,
tr|G0RUE5|G0RUE5_HYPJQ,G0RUE5,420,OTHER,0.0,1.0,
tr|G0RUE6|G0RUE6_HYPJQ,G0RUE6,147,OTHER,0.0,1.0,
tr|G0RUF8|G0RUF8_HYPJQ,G0RUF8,575,OTHER,0.0,0.999999,
tr|G0RUF9|G0RUF9_HYPJQ,G0RUF9,589,OTHER,0.0,1.0,
tr|G0RUG5|G0RUG5_HYPJQ,G0RUG5,502,OTHER,0.0,1.0,
tr|G0RUG7|G0RUG7_HYPJQ,G0RUG7,16534,OTHER,0.0,1.0,
tr|G0RUJ4|G0RUJ4_HYPJQ,G0RUJ4,606,OTHER,0.0,1.0,
tr|G0RUJ7|G0RUJ7_HYPJQ,G0RUJ7,555,SP,0.999811,0.000171,CS pos: 16-17. Pr: 0.9799
tr|G0RUK5|G0RUK5_HYPJQ,G0RUK5,498,OTHER,0.0,1.0,
tr|G0RUL3|G0RUL3_HYPJQ,G0RUL3,584,OTHER,0.0,1.0,
tr|G0RUL7|G0RUL7_HYPJQ,G0RUL7,372,OTHER,0.0,1.0,
tr|G0RUN4|G0RUN4_HYPJQ,G0RUN4,136,OTHER,0.0,1.0,
tr|G0RUN7|G0RUN7_HYPJQ,G0RUN7,471,OTHER,0.0,1.0,
tr|G0RUP1|G0RUP1_HYPJQ,G0RUP1,390,OTHER,0.0,1.0,
tr|G0RUP9|G0RUP9_HYPJQ,G0RUP9,450,OTHER,0.0,1.0,
tr|G0RUQ0|G0RUQ0_HYPJQ,G0RUQ0,410,OTHER,0.0,1.0,
tr|G0RUQ2|G0RUQ2_HYPJQ,G0RUQ2,161,OTHER,0.0,1.0,
tr|G0RUR9|G0RUR9_HYPJQ,G0RUR9,429,OTHER,0.0,1.0,
tr|G0RUS7|G0RUS7_HYPJQ,G0RUS7,813,OTHER,0.0,0.999992,
tr|G0RUS8|G0RUS8_HYPJQ,G0RUS8,503,SP,0.999831,0.000166,CS pos: 16-17. Pr: 0.9848
tr|G0RUT4|G0RUT4_HYPJQ,G0RUT4,827,OTHER,0.0,0.999993,
tr|G0RUT7|G0RUT7_HYPJQ,G0RUT7,372,OTHER,0.0,0.999964,
tr|G0RUT8|G0RUT8_HYPJQ,G0RUT8,461,SP,0.9998,0.000191,CS pos: 22-23. Pr: 0.9762
tr|G0RUU4|G0RUU4_HYPJQ,G0RUU4,1388,OTHER,0.0,1.0,
tr|G0RUU6|G0RUU6_HYPJQ,G0RUU6,734,OTHER,0.0,1.0,
tr|G0RUV4|G0RUV4_HYPJQ,G0RUV4,325,OTHER,0.0,0.999994,
tr|G0RUV5|G0RUV5_HYPJQ,G0RUV5,278,OTHER,0.0,1.0,
tr|G0RUV6|G0RUV6_HYPJQ,G0RUV6,321,OTHER,0.0,1.0,
tr|G0RUV7|G0RUV7_HYPJQ,G0RUV7,109,OTHER,0.0,1.0,
tr|G0RUW0|G0RUW0_HYPJQ,G0RUW0,733,OTHER,0.0,1.0,
tr|G0RUW2|G0RUW2_HYPJQ,G0RUW2,549,OTHER,0.0,0.99999,
tr|G0RUW9|G0RUW9_HYPJQ,G0RUW9,372,OTHER,0.0,1.0,
tr|G0RUX0|G0RUX0_HYPJQ,G0RUX0,187,OTHER,0.0,1.0,
tr|G0RUX1|G0RUX1_HYPJQ,G0RUX1,643,OTHER,0.0,1.0,
tr|G0RUX4|G0RUX4_HYPJQ,G0RUX4,572,OTHER,0.0,1.0,
tr|G0RUX8|G0RUX8_HYPJQ,G0RUX8,704,OTHER,0.0,1.0,
tr|G0RUY2|G0RUY2_HYPJQ,G0RUY2,295,OTHER,0.0,1.0,
tr|G0RUY7|G0RUY7_HYPJQ,G0RUY7,703,OTHER,0.0,1.0,
tr|G0RUY9|G0RUY9_HYPJQ,G0RUY9,279,OTHER,0.0,1.0,
tr|G0RUZ0|G0RUZ0_HYPJQ,G0RUZ0,963,OTHER,0.0,1.0,
tr|G0RUZ1|G0RUZ1_HYPJQ,G0RUZ1,674,OTHER,0.0,1.0,
tr|G0RUZ3|G0RUZ3_HYPJQ,G0RUZ3,283,OTHER,0.0,0.999962,
tr|G0RUZ8|G0RUZ8_HYPJQ,G0RUZ8,879,OTHER,0.0,0.999995,
tr|G0RV01|G0RV01_HYPJQ,G0RV01,476,OTHER,0.0,1.0,
tr|G0RV02|G0RV02_HYPJQ,G0RV02,654,SP,0.999831,0.000175,CS pos: 21-22. Pr: 0.9829
tr|G0RV06|G0RV06_HYPJQ,G0RV06,911,OTHER,0.0,1.0,
tr|G0RV08|G0RV08_HYPJQ,G0RV08,465,OTHER,0.0,1.0,
tr|G0RV09|G0RV09_HYPJQ,G0RV09,1151,OTHER,0.0,1.0,
tr|G0RV10|G0RV10_HYPJQ,G0RV10,521,OTHER,0.0,1.0,
tr|G0RV13|G0RV13_HYPJQ,G0RV13,477,OTHER,0.0,1.0,
tr|G0RV15|G0RV15_HYPJQ,G0RV15,568,OTHER,0.0,1.0,
tr|G0RV16|G0RV16_HYPJQ,G0RV16,174,OTHER,0.0,1.0,
tr|G0RV20|G0RV20_HYPJQ,G0RV20,221,OTHER,0.0,0.999994,
tr|G0RV21|G0RV21_HYPJQ,G0RV21,312,OTHER,0.0,1.0,
tr|G0RV23|G0RV23_HYPJQ,G0RV23,275,OTHER,0.0,0.999999,
tr|G0RV27|G0RV27_HYPJQ,G0RV27,319,OTHER,0.0,1.0,
tr|G0RV32|G0RV32_HYPJQ,G0RV32,1098,OTHER,0.0,1.0,
tr|G0RV33|G0RV33_HYPJQ,G0RV33,263,SP,0.999828,0.000182,CS pos: 20-21. Pr: 0.9802
tr|G0RV34|G0RV34_HYPJQ,G0RV34,1427,OTHER,0.0,1.0,
tr|G0RV39|G0RV39_HYPJQ,G0RV39,98,OTHER,0.0,1.0,
tr|G0RV43|G0RV43_HYPJQ,G0RV43,513,OTHER,0.0,1.0,
tr|G0RV45|G0RV45_HYPJQ,G0RV45,358,OTHER,0.0,1.0,
tr|G0RV49|G0RV49_HYPJQ,G0RV49,847,SP,0.99986,0.000164,CS pos: 19-20. Pr: 0.9774
tr|G0RV53|G0RV53_HYPJQ,G0RV53,461,OTHER,0.000142,0.999836,
tr|G0RV62|G0RV62_HYPJQ,G0RV62,360,OTHER,0.0,1.0,
tr|G0RV63|G0RV63_HYPJQ,G0RV63,324,OTHER,0.0,1.0,
tr|G0RV66|G0RV66_HYPJQ,G0RV66,978,OTHER,0.0,1.0,
tr|G0RV68|G0RV68_HYPJQ,G0RV68,460,OTHER,0.0,0.999996,
tr|G0RV69|G0RV69_HYPJQ,G0RV69,119,OTHER,0.0,1.0,
tr|G0RV70|G0RV70_HYPJQ,G0RV70,207,SP,0.999737,0.000278,CS pos: 27-28. Pr: 0.9816
tr|G0RV71|G0RV71_HYPJQ,G0RV71,127,OTHER,0.499178,0.500842,
tr|G0RV72|G0RV72_HYPJQ,G0RV72,272,SP,0.999833,0.000151,CS pos: 18-19. Pr: 0.9808
tr|G0RV74|G0RV74_HYPJQ,G0RV74,161,OTHER,0.0,0.999998,
tr|G0RV81|G0RV81_HYPJQ,G0RV81,828,OTHER,0.0,1.0,
tr|G0RV83|G0RV83_HYPJQ,G0RV83,406,OTHER,0.0,1.0,
tr|G0RV84|G0RV84_HYPJQ,G0RV84,1154,OTHER,0.0,0.999987,
tr|G0RV87|G0RV87_HYPJQ,G0RV87,771,OTHER,0.0,1.0,
tr|G0RV96|G0RV96_HYPJQ,G0RV96,938,SP,0.999823,0.000181,CS pos: 23-24. Pr: 0.9785
tr|G0RV97|G0RV97_HYPJQ,G0RV97,463,OTHER,0.0,1.0,
tr|G0RV98|G0RV98_HYPJQ,G0RV98,653,OTHER,0.0,1.0,
tr|G0RVB3|G0RVB3_HYPJQ,G0RVB3,1863,OTHER,0.0,1.0,
tr|G0RVB9|G0RVB9_HYPJQ,G0RVB9,659,OTHER,0.0,0.999998,
tr|G0RVC1|G0RVC1_HYPJQ,G0RVC1,592,OTHER,0.0,1.0,
tr|G0RVD2|G0RVD2_HYPJQ,G0RVD2,328,SP,0.999823,0.000191,CS pos: 19-20. Pr: 0.9786
tr|G0RVD8|G0RVD8_HYPJQ,G0RVD8,301,OTHER,0.0,1.0,
tr|G0RVE0|G0RVE0_HYPJQ,G0RVE0,778,OTHER,0.0,1.0,
tr|G0RVE1|G0RVE1_HYPJQ,G0RVE1,413,OTHER,0.0,1.0,
tr|G0RVE6|G0RVE6_HYPJQ,G0RVE6,610,SP,0.999831,0.000163,CS pos: 17-18. Pr: 0.9768
tr|G0RVE8|G0RVE8_HYPJQ,G0RVE8,1416,OTHER,0.0,1.0,
tr|G0RVF1|G0RVF1_HYPJQ,G0RVF1,786,OTHER,0.0,1.0,
tr|G0RVF2|G0RVF2_HYPJQ,G0RVF2,233,OTHER,0.0,0.999985,
tr|G0RVF5|G0RVF5_HYPJQ,G0RVF5,272,OTHER,0.0,0.999996,
tr|G0RVG0|G0RVG0_HYPJQ,G0RVG0,397,OTHER,0.0,1.0,
tr|G0RVG2|G0RVG2_HYPJQ,G0RVG2,662,OTHER,0.0,1.0,
tr|G0RVH3|G0RVH3_HYPJQ,G0RVH3,598,OTHER,0.0,1.0,
tr|G0RVI0|G0RVI0_HYPJQ,G0RVI0,603,SP,0.99985,0.000172,CS pos: 18-19. Pr: 0.9777
tr|G0RVI8|G0RVI8_HYPJQ,G0RVI8,777,SP,0.999809,0.000177,CS pos: 23-24. Pr: 0.7611
tr|G0RVJ6|G0RVJ6_HYPJQ,G0RVJ6,649,OTHER,0.0,1.0,
tr|G0RVJ9|G0RVJ9_HYPJQ,G0RVJ9,470,OTHER,0.0,1.0,
tr|G0RVK1|G0RVK1_HYPJQ,G0RVK1,514,SP,0.999828,0.000165,CS pos: 17-18. Pr: 0.9800
tr|G0RVL9|G0RVL9_HYPJQ,G0RVL9,535,OTHER,0.0,0.999995,
tr|G0RVN2|G0RVN2_HYPJQ,G0RVN2,624,SP,0.999833,0.000175,CS pos: 22-23. Pr: 0.9790
tr|G0RVP2|G0RVP2_HYPJQ,G0RVP2,609,OTHER,0.0,0.999988,
tr|G0RVP5|G0RVP5_HYPJQ,G0RVP5,731,SP,0.666507,0.333506,CS pos: 20-21. Pr: 0.6444
tr|G0RVP8|G0RVP8_HYPJQ,G0RVP8,331,OTHER,0.0,1.0,
tr|G0RVQ2|G0RVQ2_HYPJQ,G0RVQ2,185,OTHER,0.0,1.0,
tr|G0RVQ8|G0RVQ8_HYPJQ,G0RVQ8,476,SP,0.999823,0.000166,CS pos: 23-24. Pr: 0.6217
tr|G0RVR1|G0RVR1_HYPJQ,G0RVR1,441,OTHER,0.0,1.0,
tr|G0RVR2|G0RVR2_HYPJQ,G0RVR2,163,OTHER,0.0,1.0,
tr|G0RVS5|G0RVS5_HYPJQ,G0RVS5,202,OTHER,0.0,1.0,
tr|G0RVS7|G0RVS7_HYPJQ,G0RVS7,496,OTHER,0.0,1.0,
tr|G0RVS8|G0RVS8_HYPJQ,G0RVS8,104,OTHER,0.0,1.0,
tr|G0RVT1|G0RVT1_HYPJQ,G0RVT1,746,SP,0.999793,0.000218,CS pos: 26-27. Pr: 0.9761
tr|G0RVT3|G0RVT3_HYPJQ,G0RVT3,482,OTHER,0.0,0.999986,
tr|G0RVT5|G0RVT5_HYPJQ,G0RVT5,261,OTHER,0.0,1.0,
tr|G0RVT6|G0RVT6_HYPJQ,G0RVT6,218,OTHER,0.0,1.0,
tr|G0RVU3|G0RVU3_HYPJQ,G0RVU3,560,OTHER,0.0,1.0,
tr|G0RVU8|G0RVU8_HYPJQ,G0RVU8,902,OTHER,0.0,1.0,
tr|G0RVV1|G0RVV1_HYPJQ,G0RVV1,1517,OTHER,0.0,1.0,
tr|G0RVW0|G0RVW0_HYPJQ,G0RVW0,508,OTHER,0.0,0.999998,
tr|G0RVW2|G0RVW2_HYPJQ,G0RVW2,4876,OTHER,0.0,1.0,
tr|G0RVW3|G0RVW3_HYPJQ,G0RVW3,542,OTHER,0.0,1.0,
tr|G0RVW9|G0RVW9_HYPJQ,G0RVW9,279,OTHER,0.0,1.0,
tr|G0RVX0|G0RVX0_HYPJQ,G0RVX0,251,OTHER,0.0,1.0,
tr|G0RVX1|G0RVX1_HYPJQ,G0RVX1,927,OTHER,0.0,1.0,
tr|G0RVX2|G0RVX2_HYPJQ,G0RVX2,258,OTHER,0.0,1.0,
tr|G0RVX8|G0RVX8_HYPJQ,G0RVX8,936,OTHER,0.166568,0.833426,
tr|G0RVY0|G0RVY0_HYPJQ,G0RVY0,400,OTHER,0.0,1.0,
tr|G0RVY2|G0RVY2_HYPJQ,G0RVY2,415,SP,0.999822,0.000166,CS pos: 16-17. Pr: 0.9847
tr|G0RVY3|G0RVY3_HYPJQ,G0RVY3,1055,OTHER,0.0,1.0,
tr|G0RVY7|G0RVY7_HYPJQ,G0RVY7,734,OTHER,0.0,1.0,
tr|G0RVY9|G0RVY9_HYPJQ,G0RVY9,453,OTHER,0.0,1.0,
tr|G0RVZ9|G0RVZ9_HYPJQ,G0RVZ9,411,SP,0.999832,0.000174,CS pos: 27-28. Pr: 0.9236
tr|G0RW03|G0RW03_HYPJQ,G0RW03,767,OTHER,0.0,1.0,
tr|G0RW06|G0RW06_HYPJQ,G0RW06,386,OTHER,0.0,1.0,
