protein_id,length
tr|G0RQL8|G0RQL8_HYPJQ,498
tr|G0RQL9|G0RQL9_HYPJQ,237
tr|G0RQM1|G0RQM1_HYPJQ,117
tr|G0RQM2|G0RQM2_HYPJQ,110
tr|G0RQM6|G0RQM6_HYPJQ,441
tr|G0RQM7|G0RQM7_HYPJQ,546
tr|G0RQN0|G0RQN0_HYPJQ,162
tr|G0RQN1|G0RQN1_HYPJQ,543
tr|G0RQN5|G0RQN5_HYPJQ,637
tr|G0RQN9|G0RQN9_HYPJQ,1023
tr|G0RQP2|G0RQP2_HYPJQ,657
tr|G0RQP3|G0RQP3_HYPJQ,319
tr|G0RQQ2|G0RQQ2_HYPJQ,1078
tr|G0RQQ3|G0RQQ3_HYPJQ,224
tr|G0RQR5|G0RQR5_HYPJQ,613
tr|G0RQR7|G0RQR7_HYPJQ,826
tr|G0RQR9|G0RQR9_HYPJQ,604
tr|G0RQS0|G0RQS0_HYPJQ,157
tr|G0RQS7|G0RQS7_HYPJQ,212
tr|G0RQS9|G0RQS9_HYPJQ,474
tr|G0RQT2|G0RQT2_HYPJQ,234
tr|G0RQV6|G0RQV6_HYPJQ,548
tr|G0RQV9|G0RQV9_HYPJQ,476
tr|G0RQW0|G0RQW0_HYPJQ,540
tr|G0RQW9|G0RQW9_HYPJQ,440
tr|G0RQX4|G0RQX4_HYPJQ,169
tr|G0RQX5|G0RQX5_HYPJQ,725
tr|G0RQX6|G0RQX6_HYPJQ,564
tr|G0RQX9|G0RQX9_HYPJQ,693
tr|G0RQY0|G0RQY0_HYPJQ,584
tr|G0RQY4|G0RQY4_HYPJQ,597
tr|G0RQY7|G0RQY7_HYPJQ,275
tr|G0RQY9|G0RQY9_HYPJQ,551
tr|G0RQZ6|G0RQZ6_HYPJQ,501
tr|G0RR05|G0RR05_HYPJQ,510
tr|G0RR23|G0RR23_HYPJQ,323
tr|G0RR30|G0RR30_HYPJQ,730
tr|G0RR33|G0RR33_HYPJQ,187
tr|G0RR34|G0RR34_HYPJQ,325
tr|G0RR38|G0RR38_HYPJQ,610
tr|G0RR40|G0RR40_HYPJQ,558
tr|G0RR43|G0RR43_HYPJQ,818
tr|G0RR48|G0RR48_HYPJQ,345
tr|G0RR50|G0RR50_HYPJQ,836
tr|G0RR53|G0RR53_HYPJQ,645
tr|G0RR57|G0RR57_HYPJQ,516
tr|G0RR59|G0RR59_HYPJQ,595
tr|G0RR61|G0RR61_HYPJQ,516
tr|G0RR62|G0RR62_HYPJQ,578
tr|G0RR67|G0RR67_HYPJQ,105
tr|G0RR69|G0RR69_HYPJQ,1738
tr|G0RR70|G0RR70_HYPJQ,470
tr|G0RR72|G0RR72_HYPJQ,256
tr|G0RR73|G0RR73_HYPJQ,165
tr|G0RR74|G0RR74_HYPJQ,246
tr|G0RR75|G0RR75_HYPJQ,118
tr|G0RR77|G0RR77_HYPJQ,186
tr|G0RR79|G0RR79_HYPJQ,458
tr|G0RR83|G0RR83_HYPJQ,1583
tr|G0RR85|G0RR85_HYPJQ,392
tr|G0RR86|G0RR86_HYPJQ,559
tr|G0RR91|G0RR91_HYPJQ,524
tr|G0RR94|G0RR94_HYPJQ,1067
tr|G0RRA0|G0RRA0_HYPJQ,1034
tr|G0RRA5|G0RRA5_HYPJQ,364
tr|G0RRB2|G0RRB2_HYPJQ,500
tr|G0RRB3|G0RRB3_HYPJQ,594
tr|G0RRB9|G0RRB9_HYPJQ,574
tr|G0RRC1|G0RRC1_HYPJQ,109
tr|G0RRC4|G0RRC4_HYPJQ,193
tr|G0RRC5|G0RRC5_HYPJQ,259
tr|G0RRC6|G0RRC6_HYPJQ,219
tr|G0RRD5|G0RRD5_HYPJQ,424
tr|G0RRD8|G0RRD8_HYPJQ,398
tr|G0RRE6|G0RRE6_HYPJQ,446
tr|G0RRE7|G0RRE7_HYPJQ,360
tr|G0RRF0|G0RRF0_HYPJQ,941
tr|G0RRF1|G0RRF1_HYPJQ,182
tr|G0RRF2|G0RRF2_HYPJQ,212
tr|G0RRF5|G0RRF5_HYPJQ,490
tr|G0RRF6|G0RRF6_HYPJQ,1206
tr|G0RRG0|G0RRG0_HYPJQ,686
tr|G0RRG3|G0RRG3_HYPJQ,910
tr|G0RRG4|G0RRG4_HYPJQ,1680
tr|G0RRJ3|G0RRJ3_HYPJQ,505
tr|G0RRJ8|G0RRJ8_HYPJQ,452
tr|G0RRK1|G0RRK1_HYPJQ,541
tr|G0RRK3|G0RRK3_HYPJQ,485
tr|G0RRK5|G0RRK5_HYPJQ,1294
tr|G0RRK9|G0RRK9_HYPJQ,330
tr|G0RRL0|G0RRL0_HYPJQ,423
tr|G0RRL1|G0RRL1_HYPJQ,972
tr|G0RRL6|G0RRL6_HYPJQ,358
tr|G0RRL7|G0RRL7_HYPJQ,890
tr|G0RRL9|G0RRL9_HYPJQ,207
tr|G0RRM2|G0RRM2_HYPJQ,254
tr|G0RRN2|G0RRN2_HYPJQ,538
tr|G0RRP5|G0RRP5_HYPJQ,563
tr|G0RRP7|G0RRP7_HYPJQ,689
tr|G0RRQ0|G0RRQ0_HYPJQ,332
tr|G0RRQ4|G0RRQ4_HYPJQ,306
tr|G0RRQ7|G0RRQ7_HYPJQ,600
tr|G0RRQ8|G0RRQ8_HYPJQ,546
tr|G0RRQ9|G0RRQ9_HYPJQ,495
tr|G0RRS0|G0RRS0_HYPJQ,392
tr|G0RRS3|G0RRS3_HYPJQ,281
tr|G0RRS8|G0RRS8_HYPJQ,648
tr|G0RRT3|G0RRT3_HYPJQ,518
tr|G0RRT6|G0RRT6_HYPJQ,2063
tr|G0RRT8|G0RRT8_HYPJQ,425
tr|G0RRT9|G0RRT9_HYPJQ,575
tr|G0RRU0|G0RRU0_HYPJQ,241
tr|G0RRU1|G0RRU1_HYPJQ,296
tr|G0RRU2|G0RRU2_HYPJQ,213
tr|G0RRU3|G0RRU3_HYPJQ,636
tr|G0RRU4|G0RRU4_HYPJQ,377
tr|G0RRU7|G0RRU7_HYPJQ,1229
tr|G0RRU9|G0RRU9_HYPJQ,1340
tr|G0RRV6|G0RRV6_HYPJQ,795
tr|G0RRV7|G0RRV7_HYPJQ,749
tr|G0RRW0|G0RRW0_HYPJQ,1014
tr|G0RRW2|G0RRW2_HYPJQ,818
tr|G0RRW6|G0RRW6_HYPJQ,353
tr|G0RRX0|G0RRX0_HYPJQ,338
tr|G0RRX3|G0RRX3_HYPJQ,1770
tr|G0RRX4|G0RRX4_HYPJQ,87
tr|G0RRX6|G0RRX6_HYPJQ,630
tr|G0RRX7|G0RRX7_HYPJQ,444
tr|G0RRY0|G0RRY0_HYPJQ,422
tr|G0RRY3|G0RRY3_HYPJQ,807
tr|G0RRY4|G0RRY4_HYPJQ,607
tr|G0RRY6|G0RRY6_HYPJQ,469
tr|G0RRY8|G0RRY8_HYPJQ,933
tr|G0RRZ1|G0RRZ1_HYPJQ,357
tr|G0RRZ5|G0RRZ5_HYPJQ,492
tr|G0RRZ6|G0RRZ6_HYPJQ,405
tr|G0RRZ9|G0RRZ9_HYPJQ,644
tr|G0RS09|G0RS09_HYPJQ,489
tr|G0RS13|G0RS13_HYPJQ,249
tr|G0RS15|G0RS15_HYPJQ,663
tr|G0RS17|G0RS17_HYPJQ,350
tr|G0RS27|G0RS27_HYPJQ,1133
tr|G0RS28|G0RS28_HYPJQ,620
tr|G0RS29|G0RS29_HYPJQ,509
tr|G0RS32|G0RS32_HYPJQ,240
tr|G0RS33|G0RS33_HYPJQ,535
tr|G0RS35|G0RS35_HYPJQ,1317
tr|G0RS46|G0RS46_HYPJQ,611
tr|G0RS56|G0RS56_HYPJQ,443
tr|G0RS60|G0RS60_HYPJQ,98
tr|G0RS61|G0RS61_HYPJQ,1880
tr|G0RS62|G0RS62_HYPJQ,1359
tr|G0RS70|G0RS70_HYPJQ,368
tr|G0RS73|G0RS73_HYPJQ,307
tr|G0RS78|G0RS78_HYPJQ,473
tr|G0RS87|G0RS87_HYPJQ,691
tr|G0RS88|G0RS88_HYPJQ,415
tr|G0RS91|G0RS91_HYPJQ,1009
tr|G0RS94|G0RS94_HYPJQ,2011
tr|G0RS95|G0RS95_HYPJQ,323
tr|G0RS96|G0RS96_HYPJQ,615
tr|G0RSA0|G0RSA0_HYPJQ,265
tr|G0RSA2|G0RSA2_HYPJQ,424
tr|G0RSA4|G0RSA4_HYPJQ,374
tr|G0RSA5|G0RSA5_HYPJQ,1070
tr|G0RSA7|G0RSA7_HYPJQ,904
tr|G0RSA9|G0RSA9_HYPJQ,342
tr|G0RSB0|G0RSB0_HYPJQ,338
tr|G0RSB1|G0RSB1_HYPJQ,118
tr|G0RSB3|G0RSB3_HYPJQ,425
tr|G0RSB6|G0RSB6_HYPJQ,719
tr|G0RSB7|G0RSB7_HYPJQ,716
tr|G0RSC7|G0RSC7_HYPJQ,784
tr|G0RSC8|G0RSC8_HYPJQ,276
tr|G0RSD3|G0RSD3_HYPJQ,237
tr|G0RSD4|G0RSD4_HYPJQ,120
tr|G0RSD9|G0RSD9_HYPJQ,203
tr|G0RSE0|G0RSE0_HYPJQ,755
tr|G0RSE1|G0RSE1_HYPJQ,106
tr|G0RSE4|G0RSE4_HYPJQ,428
tr|G0RSE6|G0RSE6_HYPJQ,174
tr|G0RSE8|G0RSE8_HYPJQ,202
tr|G0RSF1|G0RSF1_HYPJQ,854
tr|G0RSF4|G0RSF4_HYPJQ,372
tr|G0RSF5|G0RSF5_HYPJQ,664
tr|G0RSF6|G0RSF6_HYPJQ,255
tr|G0RSF8|G0RSF8_HYPJQ,517
tr|G0RSG0|G0RSG0_HYPJQ,598
tr|G0RSG2|G0RSG2_HYPJQ,362
tr|G0RSG4|G0RSG4_HYPJQ,440
tr|G0RSG5|G0RSG5_HYPJQ,353
tr|G0RSG7|G0RSG7_HYPJQ,460
tr|G0RSH1|G0RSH1_HYPJQ,734
tr|G0RSH3|G0RSH3_HYPJQ,286
tr|G0RSH4|G0RSH4_HYPJQ,136
tr|G0RSH9|G0RSH9_HYPJQ,433
tr|G0RSI2|G0RSI2_HYPJQ,604
tr|G0RSI7|G0RSI7_HYPJQ,196
tr|G0RSI9|G0RSI9_HYPJQ,380
tr|G0RSJ5|G0RSJ5_HYPJQ,402
tr|G0RSK7|G0RSK7_HYPJQ,355
tr|G0RSL1|G0RSL1_HYPJQ,1377
tr|G0RSL5|G0RSL5_HYPJQ,434
tr|G0RSM0|G0RSM0_HYPJQ,574
tr|G0RSM7|G0RSM7_HYPJQ,739
tr|G0RSN2|G0RSN2_HYPJQ,233
tr|G0RSN5|G0RSN5_HYPJQ,345
tr|G0RSN6|G0RSN6_HYPJQ,260
tr|G0RSQ1|G0RSQ1_HYPJQ,989
tr|G0RSQ5|G0RSQ5_HYPJQ,360
tr|G0RSR1|G0RSR1_HYPJQ,523
tr|G0RSR6|G0RSR6_HYPJQ,1079
tr|G0RSR7|G0RSR7_HYPJQ,578
tr|G0RSR9|G0RSR9_HYPJQ,409
tr|G0RSS2|G0RSS2_HYPJQ,652
tr|G0RSS3|G0RSS3_HYPJQ,131
tr|G0RSS5|G0RSS5_HYPJQ,175
tr|G0RST3|G0RST3_HYPJQ,483
tr|G0RSU4|G0RSU4_HYPJQ,424
tr|G0RSU6|G0RSU6_HYPJQ,478
tr|G0RSV5|G0RSV5_HYPJQ,513
tr|G0RSW5|G0RSW5_HYPJQ,741
tr|G0RSX8|G0RSX8_HYPJQ,586
tr|G0RSY1|G0RSY1_HYPJQ,321
tr|G0RSY7|G0RSY7_HYPJQ,599
tr|G0RSY9|G0RSY9_HYPJQ,491
tr|G0RSZ0|G0RSZ0_HYPJQ,515
tr|G0RSZ2|G0RSZ2_HYPJQ,687
tr|G0RSZ5|G0RSZ5_HYPJQ,635
tr|G0RT03|G0RT03_HYPJQ,1704
tr|G0RT05|G0RT05_HYPJQ,611
tr|G0RT06|G0RT06_HYPJQ,2289
tr|G0RT09|G0RT09_HYPJQ,514
tr|G0RT10|G0RT10_HYPJQ,463
tr|G0RT39|G0RT39_HYPJQ,442
tr|G0RT43|G0RT43_HYPJQ,229
tr|G0RT58|G0RT58_HYPJQ,509
tr|G0RT66|G0RT66_HYPJQ,183
tr|G0RT72|G0RT72_HYPJQ,333
tr|G0RT77|G0RT77_HYPJQ,353
tr|G0RT80|G0RT80_HYPJQ,433
tr|G0RT81|G0RT81_HYPJQ,318
tr|G0RT86|G0RT86_HYPJQ,262
tr|G0RT91|G0RT91_HYPJQ,256
tr|G0RT96|G0RT96_HYPJQ,928
tr|G0RT97|G0RT97_HYPJQ,326
tr|G0RTA7|G0RTA7_HYPJQ,277
tr|G0RTB0|G0RTB0_HYPJQ,456
tr|G0RTB2|G0RTB2_HYPJQ,71
tr|G0RTB6|G0RTB6_HYPJQ,106
tr|G0RTC1|G0RTC1_HYPJQ,353
tr|G0RTC3|G0RTC3_HYPJQ,224
tr|G0RTD9|G0RTD9_HYPJQ,1332
tr|G0RTE3|G0RTE3_HYPJQ,390
tr|G0RTE4|G0RTE4_HYPJQ,906
tr|G0RTE8|G0RTE8_HYPJQ,844
tr|G0RTF2|G0RTF2_HYPJQ,344
tr|G0RTF6|G0RTF6_HYPJQ,382
tr|G0RTF7|G0RTF7_HYPJQ,610
tr|G0RTF9|G0RTF9_HYPJQ,272
tr|G0RTH8|G0RTH8_HYPJQ,585
tr|G0RTH9|G0RTH9_HYPJQ,103
tr|G0RTI0|G0RTI0_HYPJQ,328
tr|G0RTI3|G0RTI3_HYPJQ,596
tr|G0RTI8|G0RTI8_HYPJQ,616
tr|G0RTJ0|G0RTJ0_HYPJQ,619
tr|G0RTJ2|G0RTJ2_HYPJQ,347
tr|G0RTJ5|G0RTJ5_HYPJQ,153
tr|G0RTJ6|G0RTJ6_HYPJQ,562
tr|G0RTK0|G0RTK0_HYPJQ,283
tr|G0RTK3|G0RTK3_HYPJQ,483
tr|G0RTK8|G0RTK8_HYPJQ,173
tr|G0RTL2|G0RTL2_HYPJQ,335
tr|G0RTL4|G0RTL4_HYPJQ,976
tr|G0RTL6|G0RTL6_HYPJQ,173
tr|G0RTL7|G0RTL7_HYPJQ,298
tr|G0RTL9|G0RTL9_HYPJQ,521
tr|G0RTM1|G0RTM1_HYPJQ,218
tr|G0RTM6|G0RTM6_HYPJQ,20873
tr|G0RTN8|G0RTN8_HYPJQ,730
tr|G0RTP1|G0RTP1_HYPJQ,269
tr|G0RTP7|G0RTP7_HYPJQ,1412
tr|G0RTR0|G0RTR0_HYPJQ,452
tr|G0RTR3|G0RTR3_HYPJQ,2413
tr|G0RTS3|G0RTS3_HYPJQ,265
tr|G0RTS6|G0RTS6_HYPJQ,452
tr|G0RTT0|G0RTT0_HYPJQ,401
tr|G0RTT9|G0RTT9_HYPJQ,356
tr|G0RTU0|G0RTU0_HYPJQ,1130
tr|G0RTU5|G0RTU5_HYPJQ,333
tr|G0RTV3|G0RTV3_HYPJQ,755
tr|G0RTV7|G0RTV7_HYPJQ,1166
tr|G0RTW3|G0RTW3_HYPJQ,1191
tr|G0RTW4|G0RTW4_HYPJQ,390
tr|G0RTW5|G0RTW5_HYPJQ,451
tr|G0RTY0|G0RTY0_HYPJQ,621
tr|G0RTY7|G0RTY7_HYPJQ,430
tr|G0RTZ2|G0RTZ2_HYPJQ,1229
tr|G0RTZ4|G0RTZ4_HYPJQ,241
tr|G0RTZ6|G0RTZ6_HYPJQ,590
tr|G0RTZ9|G0RTZ9_HYPJQ,224
tr|G0RU04|G0RU04_HYPJQ,414
tr|G0RU08|G0RU08_HYPJQ,459
tr|G0RU18|G0RU18_HYPJQ,1318
tr|G0RU19|G0RU19_HYPJQ,335
tr|G0RU29|G0RU29_HYPJQ,784
tr|G0RU30|G0RU30_HYPJQ,321
tr|G0RU41|G0RU41_HYPJQ,1311
tr|G0RU43|G0RU43_HYPJQ,394
tr|G0RU45|G0RU45_HYPJQ,243
tr|G0RU46|G0RU46_HYPJQ,535
tr|G0RU51|G0RU51_HYPJQ,754
tr|G0RU56|G0RU56_HYPJQ,1955
tr|G0RU57|G0RU57_HYPJQ,546
tr|G0RU62|G0RU62_HYPJQ,348
tr|G0RU63|G0RU63_HYPJQ,1322
tr|G0RU64|G0RU64_HYPJQ,543
tr|G0RU66|G0RU66_HYPJQ,296
tr|G0RU70|G0RU70_HYPJQ,151
tr|G0RU82|G0RU82_HYPJQ,957
tr|G0RU86|G0RU86_HYPJQ,449
tr|G0RU89|G0RU89_HYPJQ,798
tr|G0RU92|G0RU92_HYPJQ,456
tr|G0RU95|G0RU95_HYPJQ,1105
tr|G0RU96|G0RU96_HYPJQ,1050
tr|G0RU97|G0RU97_HYPJQ,325
tr|G0RUB2|G0RUB2_HYPJQ,397
tr|G0RUB3|G0RUB3_HYPJQ,512
tr|G0RUB4|G0RUB4_HYPJQ,153
tr|G0RUB7|G0RUB7_HYPJQ,1273
tr|G0RUB9|G0RUB9_HYPJQ,228
tr|G0RUC1|G0RUC1_HYPJQ,302
tr|G0RUC2|G0RUC2_HYPJQ,207
tr|G0RUC3|G0RUC3_HYPJQ,364
tr|G0RUC5|G0RUC5_HYPJQ,232
tr|G0RUC6|G0RUC6_HYPJQ,935
tr|G0RUC8|G0RUC8_HYPJQ,359
tr|G0RUD6|G0RUD6_HYPJQ,600
tr|G0RUD9|G0RUD9_HYPJQ,484
tr|G0RUE0|G0RUE0_HYPJQ,1046
tr|G0RUE5|G0RUE5_HYPJQ,420
tr|G0RUE6|G0RUE6_HYPJQ,147
tr|G0RUF8|G0RUF8_HYPJQ,575
tr|G0RUF9|G0RUF9_HYPJQ,589
tr|G0RUG5|G0RUG5_HYPJQ,502
tr|G0RUG7|G0RUG7_HYPJQ,16534
tr|G0RUJ4|G0RUJ4_HYPJQ,606
tr|G0RUJ7|G0RUJ7_HYPJQ,555
tr|G0RUK5|G0RUK5_HYPJQ,498
tr|G0RUL3|G0RUL3_HYPJQ,584
tr|G0RUL7|G0RUL7_HYPJQ,372
tr|G0RUN4|G0RUN4_HYPJQ,136
tr|G0RUN7|G0RUN7_HYPJQ,471
tr|G0RUP1|G0RUP1_HYPJQ,390
tr|G0RUP9|G0RUP9_HYPJQ,450
tr|G0RUQ0|G0RUQ0_HYPJQ,410
tr|G0RUQ2|G0RUQ2_HYPJQ,161
tr|G0RUR9|G0RUR9_HYPJQ,429
tr|G0RUS7|G0RUS7_HYPJQ,813
tr|G0RUS8|G0RUS8_HYPJQ,503
tr|G0RUT4|G0RUT4_HYPJQ,827
tr|G0RUT7|G0RUT7_HYPJQ,372
tr|G0RUT8|G0RUT8_HYPJQ,461
tr|G0RUU4|G0RUU4_HYPJQ,1388
tr|G0RUU6|G0RUU6_HYPJQ,734
tr|G0RUV4|G0RUV4_HYPJQ,325
tr|G0RUV5|G0RUV5_HYPJQ,278
tr|G0RUV6|G0RUV6_HYPJQ,321
tr|G0RUV7|G0RUV7_HYPJQ,109
tr|G0RUW0|G0RUW0_HYPJQ,733
tr|G0RUW2|G0RUW2_HYPJQ,549
tr|G0RUW9|G0RUW9_HYPJQ,372
tr|G0RUX0|G0RUX0_HYPJQ,187
tr|G0RUX1|G0RUX1_HYPJQ,643
tr|G0RUX4|G0RUX4_HYPJQ,572
tr|G0RUX8|G0RUX8_HYPJQ,704
tr|G0RUY2|G0RUY2_HYPJQ,295
tr|G0RUY7|G0RUY7_HYPJQ,703
tr|G0RUY9|G0RUY9_HYPJQ,279
tr|G0RUZ0|G0RUZ0_HYPJQ,963
tr|G0RUZ1|G0RUZ1_HYPJQ,674
tr|G0RUZ3|G0RUZ3_HYPJQ,283
tr|G0RUZ8|G0RUZ8_HYPJQ,879
tr|G0RV01|G0RV01_HYPJQ,476
tr|G0RV02|G0RV02_HYPJQ,654
tr|G0RV06|G0RV06_HYPJQ,911
tr|G0RV08|G0RV08_HYPJQ,465
tr|G0RV09|G0RV09_HYPJQ,1151
tr|G0RV10|G0RV10_HYPJQ,521
tr|G0RV13|G0RV13_HYPJQ,477
tr|G0RV15|G0RV15_HYPJQ,568
tr|G0RV16|G0RV16_HYPJQ,174
tr|G0RV20|G0RV20_HYPJQ,221
tr|G0RV21|G0RV21_HYPJQ,312
tr|G0RV23|G0RV23_HYPJQ,275
tr|G0RV27|G0RV27_HYPJQ,319
tr|G0RV32|G0RV32_HYPJQ,1098
tr|G0RV33|G0RV33_HYPJQ,263
tr|G0RV34|G0RV34_HYPJQ,1427
tr|G0RV39|G0RV39_HYPJQ,98
tr|G0RV43|G0RV43_HYPJQ,513
tr|G0RV45|G0RV45_HYPJQ,358
tr|G0RV49|G0RV49_HYPJQ,847
tr|G0RV53|G0RV53_HYPJQ,461
tr|G0RV62|G0RV62_HYPJQ,360
tr|G0RV63|G0RV63_HYPJQ,324
tr|G0RV66|G0RV66_HYPJQ,978
tr|G0RV68|G0RV68_HYPJQ,460
tr|G0RV69|G0RV69_HYPJQ,119
tr|G0RV70|G0RV70_HYPJQ,207
tr|G0RV71|G0RV71_HYPJQ,127
tr|G0RV72|G0RV72_HYPJQ,272
tr|G0RV74|G0RV74_HYPJQ,161
tr|G0RV81|G0RV81_HYPJQ,828
tr|G0RV83|G0RV83_HYPJQ,406
tr|G0RV84|G0RV84_HYPJQ,1154
tr|G0RV87|G0RV87_HYPJQ,771
tr|G0RV96|G0RV96_HYPJQ,938
tr|G0RV97|G0RV97_HYPJQ,463
tr|G0RV98|G0RV98_HYPJQ,653
tr|G0RVB3|G0RVB3_HYPJQ,1863
tr|G0RVB9|G0RVB9_HYPJQ,659
tr|G0RVC1|G0RVC1_HYPJQ,592
tr|G0RVD2|G0RVD2_HYPJQ,328
tr|G0RVD8|G0RVD8_HYPJQ,301
tr|G0RVE0|G0RVE0_HYPJQ,778
tr|G0RVE1|G0RVE1_HYPJQ,413
tr|G0RVE6|G0RVE6_HYPJQ,610
tr|G0RVE8|G0RVE8_HYPJQ,1416
tr|G0RVF1|G0RVF1_HYPJQ,786
tr|G0RVF2|G0RVF2_HYPJQ,233
tr|G0RVF5|G0RVF5_HYPJQ,272
tr|G0RVG0|G0RVG0_HYPJQ,397
tr|G0RVG2|G0RVG2_HYPJQ,662
tr|G0RVH3|G0RVH3_HYPJQ,598
tr|G0RVI0|G0RVI0_HYPJQ,603
tr|G0RVI8|G0RVI8_HYPJQ,777
tr|G0RVJ6|G0RVJ6_HYPJQ,649
tr|G0RVJ9|G0RVJ9_HYPJQ,470
tr|G0RVK1|G0RVK1_HYPJQ,514
tr|G0RVL9|G0RVL9_HYPJQ,535
tr|G0RVN2|G0RVN2_HYPJQ,624
tr|G0RVP2|G0RVP2_HYPJQ,609
tr|G0RVP5|G0RVP5_HYPJQ,731
tr|G0RVP8|G0RVP8_HYPJQ,331
tr|G0RVQ2|G0RVQ2_HYPJQ,185
tr|G0RVQ8|G0RVQ8_HYPJQ,476
tr|G0RVR1|G0RVR1_HYPJQ,441
tr|G0RVR2|G0RVR2_HYPJQ,163
tr|G0RVS5|G0RVS5_HYPJQ,202
tr|G0RVS7|G0RVS7_HYPJQ,496
tr|G0RVS8|G0RVS8_HYPJQ,104
tr|G0RVT1|G0RVT1_HYPJQ,746
tr|G0RVT3|G0RVT3_HYPJQ,482
tr|G0RVT5|G0RVT5_HYPJQ,261
tr|G0RVT6|G0RVT6_HYPJQ,218
tr|G0RVU3|G0RVU3_HYPJQ,560
tr|G0RVU8|G0RVU8_HYPJQ,902
tr|G0RVV1|G0RVV1_HYPJQ,1517
tr|G0RVW0|G0RVW0_HYPJQ,508
tr|G0RVW2|G0RVW2_HYPJQ,4876
tr|G0RVW3|G0RVW3_HYPJQ,542
tr|G0RVW9|G0RVW9_HYPJQ,279
tr|G0RVX0|G0RVX0_HYPJQ,251
tr|G0RVX1|G0RVX1_HYPJQ,927
tr|G0RVX2|G0RVX2_HYPJQ,258
tr|G0RVX8|G0RVX8_HYPJQ,936
tr|G0RVY0|G0RVY0_HYPJQ,400
tr|G0RVY2|G0RVY2_HYPJQ,415
tr|G0RVY3|G0RVY3_HYPJQ,1055
tr|G0RVY7|G0RVY7_HYPJQ,734
tr|G0RVY9|G0RVY9_HYPJQ,453
tr|G0RVZ9|G0RVZ9_HYPJQ,411
tr|G0RW03|G0RW03_HYPJQ,767
tr|G0RW06|G0RW06_HYPJQ,386
tr|G0RW20|G0RW20_HYPJQ,383
tr|G0RW30|G0RW30_HYPJQ,291
tr|G0RW33|G0RW33_HYPJQ,467
tr|G0RW39|G0RW39_HYPJQ,360
tr|G0RW40|G0RW40_HYPJQ,615
tr|G0RW48|G0RW48_HYPJQ,272
tr|G0RW52|G0RW52_HYPJQ,355
tr|G0RW54|G0RW54_HYPJQ,1210
tr|G0RW67|G0RW67_HYPJQ,215
tr|G0RW68|G0RW68_HYPJQ,157
tr|G0RW91|G0RW91_HYPJQ,508
tr|G0RW93|G0RW93_HYPJQ,499
tr|G0RW99|G0RW99_HYPJQ,526
tr|G0RWA0|G0RWA0_HYPJQ,553
tr|G0RWA6|G0RWA6_HYPJQ,1244
tr|G0RWB1|G0RWB1_HYPJQ,401
tr|G0RWB2|G0RWB2_HYPJQ,405
tr|G0RWB9|G0RWB9_HYPJQ,465
tr|G0RWC1|G0RWC1_HYPJQ,834
tr|G0RWC5|G0RWC5_HYPJQ,891
tr|G0RWD5|G0RWD5_HYPJQ,323
tr|G0RWE6|G0RWE6_HYPJQ,2197
tr|G0RWF0|G0RWF0_HYPJQ,125
tr|G0RWF2|G0RWF2_HYPJQ,591
tr|G0RWF3|G0RWF3_HYPJQ,921
tr|G0RWF6|G0RWF6_HYPJQ,521
tr|G0RWF8|G0RWF8_HYPJQ,1958
tr|G0RWG3|G0RWG3_HYPJQ,261
tr|G0RWG9|G0RWG9_HYPJQ,588
tr|G0RWI2|G0RWI2_HYPJQ,235
tr|G0RWJ0|G0RWJ0_HYPJQ,301
tr|G0RWJ2|G0RWJ2_HYPJQ,1793
tr|G0RWJ4|G0RWJ4_HYPJQ,737
tr|G0RWJ6|G0RWJ6_HYPJQ,1505
tr|G0RWK2|G0RWK2_HYPJQ,283
tr|G0RWK5|G0RWK5_HYPJQ,380
tr|G0RWL0|G0RWL0_HYPJQ,387
tr|G0RWP1|G0RWP1_HYPJQ,169
tr|G0RWP3|G0RWP3_HYPJQ,439
tr|G0RWP5|G0RWP5_HYPJQ,281
tr|G0RWP6|G0RWP6_HYPJQ,105
tr|G0RWP7|G0RWP7_HYPJQ,248
tr|G0RWQ0|G0RWQ0_HYPJQ,440
tr|G0RWQ6|G0RWQ6_HYPJQ,155
tr|G0RWQ7|G0RWQ7_HYPJQ,791
tr|G0RWQ8|G0RWQ8_HYPJQ,122
tr|G0RWS1|G0RWS1_HYPJQ,621
tr|G0RWS6|G0RWS6_HYPJQ,469
tr|G0RWS8|G0RWS8_HYPJQ,449
tr|G0RWS9|G0RWS9_HYPJQ,546
tr|G0RWT5|G0RWT5_HYPJQ,796
tr|G0RWT6|G0RWT6_HYPJQ,1153
tr|G0RWU2|G0RWU2_HYPJQ,344
tr|G0RWU5|G0RWU5_HYPJQ,503
tr|G0RWU8|G0RWU8_HYPJQ,1275
tr|G0RWV0|G0RWV0_HYPJQ,344
tr|G0RWV3|G0RWV3_HYPJQ,477
tr|G0RWV4|G0RWV4_HYPJQ,245
tr|G0RWV6|G0RWV6_HYPJQ,356
tr|G0RWW0|G0RWW0_HYPJQ,620
tr|G0RWW5|G0RWW5_HYPJQ,233
tr|G0RWW6|G0RWW6_HYPJQ,777
tr|G0RWW7|G0RWW7_HYPJQ,186
tr|G0RWX3|G0RWX3_HYPJQ,547
tr|G0RWX6|G0RWX6_HYPJQ,522
tr|G0RWX7|G0RWX7_HYPJQ,441
tr|G0RWY3|G0RWY3_HYPJQ,152
tr|G0RWZ6|G0RWZ6_HYPJQ,755
